atom_id,atom_name,domain_family,risk_score,risk_tier,review_priority,risk_reasons,structural_status,semantic_status,max_reviewable_verdict
ageoa.biosppy.ecg_zz2018_d12.computefrequencysqi@ageoa/biosppy/ecg_zz2018_d12/atoms.py:38,ageoa.biosppy.ecg_zz2018_d12.computefrequencysqi,biosppy,53,medium,review_soon,RISK_CDG_ISSUES;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_SIGNATURE_MISMATCH;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES,partial,unknown,acceptable_with_limits
ageoa.jax_advi.optimize_advi.meanfieldvariationalfit@ageoa/jax_advi/optimize_advi/atoms.py:22,ageoa.jax_advi.optimize_advi.meanfieldvariationalfit,jax_advi,53,medium,review_soon,RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH;RISK_STOCHASTIC;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES,partial,unknown,acceptable_with_limits
ageoa.scipy.optimize_v2.shgoglobaloptimization@ageoa/scipy/optimize_v2/atoms.py:27,ageoa.scipy.optimize_v2.shgoglobaloptimization,scipy,53,medium,review_soon,RISK_CDG_ISSUES;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_PROVENANCE;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_SIGNATURE_MISMATCH;RISK_STRUCTURAL_PARTIAL,partial,unknown,acceptable_with_limits
ageoa.scipy.spatial_v2.delaunaytriangulation@ageoa/scipy/spatial_v2/atoms.py:35,ageoa.scipy.spatial_v2.delaunaytriangulation,scipy,53,medium,review_soon,RISK_CDG_ISSUES;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_PROVENANCE;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_SIGNATURE_MISMATCH;RISK_STRUCTURAL_PARTIAL,partial,unknown,acceptable_with_limits
ageoa.scipy.spatial_v2.voronoitessellation@ageoa/scipy/spatial_v2/atoms.py:18,ageoa.scipy.spatial_v2.voronoitessellation,scipy,53,medium,review_soon,RISK_CDG_ISSUES;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_PROVENANCE;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_SIGNATURE_MISMATCH;RISK_STRUCTURAL_PARTIAL,partial,unknown,acceptable_with_limits
ageoa.biosppy.svm_proc.cross_validation@ageoa/biosppy/svm_proc/atoms.py:262,ageoa.biosppy.svm_proc.cross_validation,biosppy,52,medium,review_soon,RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STATEFUL_API;RISK_STOCHASTIC;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,partial,acceptable_with_limits
ageoa.neurokit2.averageqrstemplate@ageoa/neurokit2/atoms.py:40,ageoa.neurokit2.averageqrstemplate,neurokit2,52,medium,review_soon,RISK_CDG_ISSUES;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH;RISK_STRUCTURAL_PARTIAL,partial,unknown,acceptable_with_limits
ageoa.neurokit2.zhao2018hrvanalysis@ageoa/neurokit2/atoms.py:21,ageoa.neurokit2.zhao2018hrvanalysis,neurokit2,52,medium,review_soon,RISK_CDG_ISSUES;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH;RISK_STRUCTURAL_PARTIAL,partial,unknown,acceptable_with_limits
ageoa.particle_filters.basic.particle_propagation_kernel@ageoa/particle_filters/basic/atoms.py:44,ageoa.particle_filters.basic.particle_propagation_kernel,particle_filters,52,medium,review_soon,RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STATEFUL_API;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES;RISK_WEAK_UPSTREAM_ANCHOR,partial,unknown,acceptable_with_limits
ageoa.scipy.sparse_graph_v2.allpairsshortestpath@ageoa/scipy/sparse_graph_v2/atoms.py:45,ageoa.scipy.sparse_graph_v2.allpairsshortestpath,scipy,52,medium,review_soon,RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_PROVENANCE;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_SIGNATURE_MISMATCH;RISK_STOCHASTIC;RISK_STRUCTURAL_PARTIAL,partial,unknown,acceptable_with_limits
ageoa.scipy.sparse_graph_v2.minimumspanningtree@ageoa/scipy/sparse_graph_v2/atoms.py:65,ageoa.scipy.sparse_graph_v2.minimumspanningtree,scipy,52,medium,review_soon,RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_PROVENANCE;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_SIGNATURE_MISMATCH;RISK_STOCHASTIC;RISK_STRUCTURAL_PARTIAL,partial,unknown,acceptable_with_limits
ageoa.scipy.sparse_graph_v2.singlesourceshortestpath@ageoa/scipy/sparse_graph_v2/atoms.py:20,ageoa.scipy.sparse_graph_v2.singlesourceshortestpath,scipy,52,medium,review_soon,RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_PROVENANCE;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_SIGNATURE_MISMATCH;RISK_STOCHASTIC;RISK_STRUCTURAL_PARTIAL,partial,unknown,acceptable_with_limits
ageoa.molecular_docking.build_interaction_graph.weighted_interaction_edge_derivation@ageoa/molecular_docking/build_interaction_graph/atoms.py:44,ageoa.molecular_docking.build_interaction_graph.weighted_interaction_edge_derivation,molecular_docking,51,medium,review_soon,RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES,partial,unknown,misleading
ageoa.jFOF.find_fof_clusters@ageoa/jFOF/atoms.py:21,ageoa.jFOF.find_fof_clusters,jFOF,50,medium,review_soon,RISK_CDG_ISSUES;RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH;RISK_STRUCTURAL_PARTIAL,partial,fail,misleading
ageoa.e2e_ppg.kazemi_wrapper_d12.wrapperevaluate@ageoa/e2e_ppg/kazemi_wrapper_d12/atoms.py:33,ageoa.e2e_ppg.kazemi_wrapper_d12.wrapperevaluate,e2e_ppg,47,medium,review_soon,RISK_CDG_ISSUES;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_SIGNATURE_MISMATCH;RISK_STRUCTURAL_PARTIAL,partial,unknown,misleading
ageoa.institutional_quant_engine.almgren_chriss_v2.optimalexecutiontrajectory@ageoa/institutional_quant_engine/almgren_chriss_v2/atoms.py:31,ageoa.institutional_quant_engine.almgren_chriss_v2.optimalexecutiontrajectory,institutional_quant_engine,47,medium,review_soon,RISK_CDG_ISSUES;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_SIGNATURE_MISMATCH;RISK_STRUCTURAL_PARTIAL,partial,unknown,misleading
ageoa.institutional_quant_engine.almgren_chriss_v2.riskaversioninit@ageoa/institutional_quant_engine/almgren_chriss_v2/atoms.py:16,ageoa.institutional_quant_engine.almgren_chriss_v2.riskaversioninit,institutional_quant_engine,47,medium,review_soon,RISK_CDG_ISSUES;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_SIGNATURE_MISMATCH;RISK_STRUCTURAL_PARTIAL,partial,unknown,acceptable_with_limits
ageoa.institutional_quant_engine.avellaneda_stoikov_d12.marketmakerstateinit@ageoa/institutional_quant_engine/avellaneda_stoikov_d12/atoms.py:16,ageoa.institutional_quant_engine.avellaneda_stoikov_d12.marketmakerstateinit,institutional_quant_engine,47,medium,review_soon,RISK_CDG_ISSUES;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_SIGNATURE_MISMATCH;RISK_STRUCTURAL_PARTIAL,partial,unknown,acceptable_with_limits
ageoa.institutional_quant_engine.avellaneda_stoikov_d12.optimalquotecalculation@ageoa/institutional_quant_engine/avellaneda_stoikov_d12/atoms.py:43,ageoa.institutional_quant_engine.avellaneda_stoikov_d12.optimalquotecalculation,institutional_quant_engine,47,medium,review_soon,RISK_CDG_ISSUES;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_SIGNATURE_MISMATCH;RISK_STRUCTURAL_PARTIAL,partial,unknown,misleading
ageoa.molecular_docking.quantum_solver_d12.quantumcircuitsampler@ageoa/molecular_docking/quantum_solver_d12/atoms.py:210,ageoa.molecular_docking.quantum_solver_d12.quantumcircuitsampler,molecular_docking,47,medium,review_soon,RISK_CDG_ISSUES;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_SIGNATURE_MISMATCH;RISK_STRUCTURAL_PARTIAL,partial,fail,misleading
ageoa.molecular_docking.quantum_solver_d12.quantumsolutionextractor@ageoa/molecular_docking/quantum_solver_d12/atoms.py:285,ageoa.molecular_docking.quantum_solver_d12.quantumsolutionextractor,molecular_docking,47,medium,review_soon,RISK_CDG_ISSUES;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_SIGNATURE_MISMATCH;RISK_STRUCTURAL_PARTIAL,partial,fail,misleading
ageoa.molecular_docking.quantum_solver_d12.quantumsolverorchestrator@ageoa/molecular_docking/quantum_solver_d12/atoms.py:37,ageoa.molecular_docking.quantum_solver_d12.quantumsolverorchestrator,molecular_docking,47,medium,review_soon,RISK_CDG_ISSUES;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_SIGNATURE_MISMATCH;RISK_STRUCTURAL_PARTIAL,partial,fail,misleading
ageoa.biosppy.ecg_hamilton_d12.hamilton_segmenter@ageoa/biosppy/ecg_hamilton_d12/atoms.py:18,ageoa.biosppy.ecg_hamilton_d12.hamilton_segmenter,biosppy,45,medium,review_soon,RISK_CDG_ISSUES;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_SIGNATURE_MISMATCH;RISK_STRUCTURAL_PARTIAL,partial,unknown,acceptable_with_limits
ageoa.biosppy.ecg_zz2018_d12.computekurtosissqi@ageoa/biosppy/ecg_zz2018_d12/atoms.py:58,ageoa.biosppy.ecg_zz2018_d12.computekurtosissqi,biosppy,45,medium,review_soon,RISK_CDG_ISSUES;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_SIGNATURE_MISMATCH;RISK_STRUCTURAL_PARTIAL;RISK_WEAK_TYPES,partial,unknown,acceptable_with_limits
ageoa.biosppy.emg_solnik_d12.solnik_onset_detect@ageoa/biosppy/emg_solnik_d12/atoms.py:19,ageoa.biosppy.emg_solnik_d12.solnik_onset_detect,biosppy,45,medium,review_soon,RISK_CDG_ISSUES;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_SIGNATURE_MISMATCH;RISK_STRUCTURAL_PARTIAL,partial,unknown,acceptable_with_limits
ageoa.pronto.dynamic_stance_estimator.predictstep@ageoa/pronto/dynamic_stance_estimator/atoms.py:49,ageoa.pronto.dynamic_stance_estimator.predictstep,pronto,45,medium,review_soon,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_PROCEDURAL_WRAPPER;RISK_STATEFUL_API;RISK_WEAK_UPSTREAM_ANCHOR,pass,unknown,acceptable_with_limits
ageoa.pronto.dynamic_stance_estimator.updatestep@ageoa/pronto/dynamic_stance_estimator/atoms.py:73,ageoa.pronto.dynamic_stance_estimator.updatestep,pronto,45,medium,review_soon,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_PROCEDURAL_WRAPPER;RISK_STATEFUL_API;RISK_WEAK_UPSTREAM_ANCHOR,pass,unknown,acceptable_with_limits
ageoa.quant_engine.calculate_ofi@ageoa/quant_engine/atoms.py:27,ageoa.quant_engine.calculate_ofi,quant_engine,42,medium,review_soon,RISK_MISSING_PARITY;RISK_MISSING_PROVENANCE;RISK_MISSING_REVIEW_BASIS;RISK_PROCEDURAL_WRAPPER;RISK_STATEFUL_API;RISK_STATE_MODEL_PRESENT;RISK_UPSTREAM_UNMAPPED,pass,unknown,acceptable_with_limits
ageoa.quant_engine.execute_passive@ageoa/quant_engine/atoms.py:115,ageoa.quant_engine.execute_passive,quant_engine,42,medium,review_soon,RISK_MISSING_PARITY;RISK_MISSING_PROVENANCE;RISK_MISSING_REVIEW_BASIS;RISK_PROCEDURAL_WRAPPER;RISK_STATEFUL_API;RISK_STATE_MODEL_PRESENT;RISK_UPSTREAM_UNMAPPED,pass,partial,misleading
ageoa.quant_engine.execute_pov@ageoa/quant_engine/atoms.py:84,ageoa.quant_engine.execute_pov,quant_engine,42,medium,review_soon,RISK_MISSING_PARITY;RISK_MISSING_PROVENANCE;RISK_MISSING_REVIEW_BASIS;RISK_PROCEDURAL_WRAPPER;RISK_STATEFUL_API;RISK_STATE_MODEL_PRESENT;RISK_UPSTREAM_UNMAPPED,pass,partial,misleading
ageoa.quant_engine.execute_vwap@ageoa/quant_engine/atoms.py:61,ageoa.quant_engine.execute_vwap,quant_engine,42,medium,review_soon,RISK_MISSING_PARITY;RISK_MISSING_PROVENANCE;RISK_MISSING_REVIEW_BASIS;RISK_PROCEDURAL_WRAPPER;RISK_STATEFUL_API;RISK_STATE_MODEL_PRESENT;RISK_UPSTREAM_UNMAPPED,pass,partial,acceptable_with_limits
ageoa.mcmc_foundational.advancedhmc.trajectory.buildnutstree@ageoa/mcmc_foundational/advancedhmc/trajectory/atoms.py:20,ageoa.mcmc_foundational.advancedhmc.trajectory.buildnutstree,mcmc_foundational,41,medium,review_soon,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STATEFUL_API;RISK_STOCHASTIC;RISK_WEAK_UPSTREAM_ANCHOR,pass,unknown,acceptable_with_limits
ageoa.mcmc_foundational.advancedhmc.trajectory.nutstransitionkernel@ageoa/mcmc_foundational/advancedhmc/trajectory/atoms.py:64,ageoa.mcmc_foundational.advancedhmc.trajectory.nutstransitionkernel,mcmc_foundational,41,medium,review_soon,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STATEFUL_API;RISK_STOCHASTIC;RISK_WEAK_UPSTREAM_ANCHOR,pass,fail,misleading
ageoa.mcmc_foundational.mini_mcmc.hmc_llm.collectposteriorchain@ageoa/mcmc_foundational/mini_mcmc/hmc_llm/atoms.py:148,ageoa.mcmc_foundational.mini_mcmc.hmc_llm.collectposteriorchain,mcmc_foundational,41,medium,review_soon,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STATEFUL_API;RISK_WEAK_UPSTREAM_ANCHOR,pass,unknown,acceptable_with_limits
ageoa.pronto.backlash_filter.initializebacklashfilterstate@ageoa/pronto/backlash_filter/atoms.py:23,ageoa.pronto.backlash_filter.initializebacklashfilterstate,pronto,41,medium,review_soon,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STATEFUL_API;RISK_WEAK_UPSTREAM_ANCHOR,pass,partial,acceptable_with_limits
ageoa.pronto.backlash_filter.updatealphaparameter@ageoa/pronto/backlash_filter/atoms.py:38,ageoa.pronto.backlash_filter.updatealphaparameter,pronto,41,medium,review_soon,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STATEFUL_API;RISK_WEAK_UPSTREAM_ANCHOR,pass,unknown,acceptable_with_limits
ageoa.pronto.backlash_filter.updatecrossingtimemaximum@ageoa/pronto/backlash_filter/atoms.py:56,ageoa.pronto.backlash_filter.updatecrossingtimemaximum,pronto,41,medium,review_soon,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STATEFUL_API;RISK_WEAK_UPSTREAM_ANCHOR,pass,unknown,acceptable_with_limits
ageoa.pronto.dynamic_stance_estimator.initializefilter@ageoa/pronto/dynamic_stance_estimator/atoms.py:27,ageoa.pronto.dynamic_stance_estimator.initializefilter,pronto,41,medium,review_soon,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STATEFUL_API;RISK_WEAK_UPSTREAM_ANCHOR,pass,partial,acceptable_with_limits
ageoa.pronto.dynamic_stance_estimator.querystance@ageoa/pronto/dynamic_stance_estimator/atoms.py:99,ageoa.pronto.dynamic_stance_estimator.querystance,pronto,41,medium,review_soon,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STATEFUL_API;RISK_WEAK_UPSTREAM_ANCHOR,pass,unknown,acceptable_with_limits
ageoa.pronto.yaw_lock.configurecorrectionandyawslippolicy@ageoa/pronto/yaw_lock/atoms.py:47,ageoa.pronto.yaw_lock.configurecorrectionandyawslippolicy,pronto,41,medium,review_soon,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STATEFUL_API;RISK_WEAK_UPSTREAM_ANCHOR,pass,unknown,acceptable_with_limits
ageoa.pronto.yaw_lock.initializeyawlockstate@ageoa/pronto/yaw_lock/atoms.py:20,ageoa.pronto.yaw_lock.initializeyawlockstate,pronto,41,medium,review_soon,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STATEFUL_API;RISK_WEAK_UPSTREAM_ANCHOR,pass,partial,misleading
ageoa.pronto.yaw_lock.setrobotstandingstatus@ageoa/pronto/yaw_lock/atoms.py:71,ageoa.pronto.yaw_lock.setrobotstandingstatus,pronto,41,medium,review_soon,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STATEFUL_API;RISK_WEAK_UPSTREAM_ANCHOR,pass,unknown,acceptable_with_limits
ageoa.rust_robotics.bicycle_kinematic.evaluateandinvertdynamics@ageoa/rust_robotics/bicycle_kinematic/atoms.py:139,ageoa.rust_robotics.bicycle_kinematic.evaluateandinvertdynamics,rust_robotics,41,medium,review_soon,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STATEFUL_API;RISK_WEAK_UPSTREAM_ANCHOR,pass,partial,acceptable_with_limits
ageoa.alphafold.coordinate_reconstruction@ageoa/alphafold/atoms.py:109,ageoa.alphafold.coordinate_reconstruction,alphafold,40,medium,review_soon,RISK_MISSING_PARITY;RISK_MISSING_PROVENANCE;RISK_MISSING_REVIEW_BASIS;RISK_STATEFUL_API;RISK_STATE_MODEL_PRESENT;RISK_UPSTREAM_UNMAPPED,pass,unknown,acceptable_with_limits
ageoa.alphafold.equivariant_frame_update@ageoa/alphafold/atoms.py:74,ageoa.alphafold.equivariant_frame_update,alphafold,40,medium,review_soon,RISK_MISSING_PARITY;RISK_MISSING_PROVENANCE;RISK_MISSING_REVIEW_BASIS;RISK_STATEFUL_API;RISK_STATE_MODEL_PRESENT;RISK_UPSTREAM_UNMAPPED,pass,unknown,acceptable_with_limits
ageoa.alphafold.invariant_point_attention@ageoa/alphafold/atoms.py:22,ageoa.alphafold.invariant_point_attention,alphafold,40,medium,review_soon,RISK_MISSING_PARITY;RISK_MISSING_PROVENANCE;RISK_MISSING_REVIEW_BASIS;RISK_STATEFUL_API;RISK_STATE_MODEL_PRESENT;RISK_UPSTREAM_UNMAPPED,pass,partial,acceptable_with_limits
ageoa.molecular_docking.greedy_mapping.assemblestaticmappingcontext@ageoa/molecular_docking/greedy_mapping/atoms.py:29,ageoa.molecular_docking.greedy_mapping.assemblestaticmappingcontext,molecular_docking,40,medium,review_soon,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH;RISK_STOCHASTIC,pass,partial,acceptable_with_limits
ageoa.molecular_docking.greedy_mapping.validatecurrentmapping@ageoa/molecular_docking/greedy_mapping/atoms.py:176,ageoa.molecular_docking.greedy_mapping.validatecurrentmapping,molecular_docking,40,medium,review_soon,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH,pass,fail,misleading
ageoa.belief_propagation.loopy_bp.run_loopy_message_passing_and_belief_query@ageoa/belief_propagation/loopy_bp/atoms.py:53,ageoa.belief_propagation.loopy_bp.run_loopy_message_passing_and_belief_query,belief_propagation,39,medium,review_soon,RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_PROCEDURAL_WRAPPER;RISK_STATEFUL_API;RISK_STATE_MODEL_PRESENT;RISK_WEAK_UPSTREAM_ANCHOR,pass,unknown,acceptable_with_limits
ageoa.biosppy.ecg_asi.thresholdbasedsignalsegmentation@ageoa/biosppy/ecg_asi/atoms.py:18,ageoa.biosppy.ecg_asi.thresholdbasedsignalsegmentation,biosppy,39,medium,review_soon,RISK_GENERATED_INGEST;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_REVIEW_BASIS;RISK_SIGNATURE_MISMATCH;RISK_STRUCTURAL_PARTIAL,partial,unknown,acceptable_with_limits
ageoa.biosppy.pcg_homomorphic_d12.homomorphicfilter@ageoa/biosppy/pcg_homomorphic_d12/atoms.py:17,ageoa.biosppy.pcg_homomorphic_d12.homomorphicfilter,biosppy,39,medium,review_soon,RISK_CDG_ISSUES;RISK_LOW_NAME_ALIGNMENT;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_SIGNATURE_MISMATCH;RISK_STRUCTURAL_PARTIAL,partial,unknown,acceptable_with_limits
ageoa.mcmc_foundational.kthohr_mcmc.nuts.nuts_recursive_tree_build@ageoa/mcmc_foundational/kthohr_mcmc/nuts/atoms.py:27,ageoa.mcmc_foundational.kthohr_mcmc.nuts.nuts_recursive_tree_build,mcmc_foundational,39,medium,review_soon,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STATEFUL_API;RISK_STOCHASTIC;RISK_WEAK_UPSTREAM_ANCHOR,pass,partial,acceptable_with_limits
ageoa.mcmc_foundational.mini_mcmc.nuts.nuts_recursive_tree_build@ageoa/mcmc_foundational/mini_mcmc/nuts/atoms.py:27,ageoa.mcmc_foundational.mini_mcmc.nuts.nuts_recursive_tree_build,mcmc_foundational,39,medium,review_soon,RISK_FFI_BACKED;RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_STATEFUL_API;RISK_STOCHASTIC;RISK_WEAK_UPSTREAM_ANCHOR,pass,partial,acceptable_with_limits
ageoa.mcmc_foundational.kthohr_mcmc.mcmc_algos.dispatch_mcmc_algorithm@ageoa/mcmc_foundational/kthohr_mcmc/mcmc_algos/atoms.py:21,ageoa.mcmc_foundational.kthohr_mcmc.mcmc_algos.dispatch_mcmc_algorithm,mcmc_foundational,38,medium,review_soon,RISK_GENERATED_INGEST;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_PROCEDURAL_WRAPPER;RISK_STATEFUL_API;RISK_WEAK_UPSTREAM_ANCHOR,pass,unknown,acceptable_with_limits
ageoa.biosppy.ecg_asi_d12.asi_signal_segmenter@ageoa/biosppy/ecg_asi_d12/atoms.py:18,ageoa.biosppy.ecg_asi_d12.asi_signal_segmenter,biosppy,37,medium,review_soon,RISK_CDG_ISSUES;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_SIGNATURE_MISMATCH;RISK_STRUCTURAL_PARTIAL,partial,unknown,acceptable_with_limits
ageoa.biosppy.ecg_christov_d12.christov_qrs_segmenter@ageoa/biosppy/ecg_christov_d12/atoms.py:17,ageoa.biosppy.ecg_christov_d12.christov_qrs_segmenter,biosppy,37,medium,review_soon,RISK_CDG_ISSUES;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_SIGNATURE_MISMATCH;RISK_STRUCTURAL_PARTIAL,partial,unknown,acceptable_with_limits
ageoa.biosppy.ecg_engzee_d12.engzee_qrs_segmentation@ageoa/biosppy/ecg_engzee_d12/atoms.py:16,ageoa.biosppy.ecg_engzee_d12.engzee_qrs_segmentation,biosppy,37,medium,review_soon,RISK_CDG_ISSUES;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_SIGNATURE_MISMATCH;RISK_STRUCTURAL_PARTIAL,partial,unknown,acceptable_with_limits
ageoa.biosppy.ecg_gamboa_d12.gamboa_segmenter@ageoa/biosppy/ecg_gamboa_d12/atoms.py:16,ageoa.biosppy.ecg_gamboa_d12.gamboa_segmenter,biosppy,37,medium,review_soon,RISK_CDG_ISSUES;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_SIGNATURE_MISMATCH;RISK_STRUCTURAL_PARTIAL,partial,unknown,acceptable_with_limits
ageoa.molecular_docking.greedy_mapping_d12.init_problem_context@ageoa/molecular_docking/greedy_mapping_d12/atoms.py:26,ageoa.molecular_docking.greedy_mapping_d12.init_problem_context,molecular_docking,37,medium,review_soon,RISK_FFI_BACKED;RISK_MISSING_PARITY;RISK_MISSING_REVIEW_BASIS;RISK_REFINED_INGEST;RISK_SIGNATURE_MISMATCH;RISK_STOCHASTIC,pass,unknown,acceptable_with_limits
